更新时间,#genre#
CCTV14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV14,http://104.152.209.49:8181/720p/cctv14.m3u8
CCTV14,http://223.247.25.221:1234/624878440
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV14,http://111.231.6.102:1234/624878440
CCTV14,http://183.129.255.66:8480/hls/15/index.m3u8
CCTV14,http://60.168.105.138:5008/624878440
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV15,http://104.152.209.49:8181/720p/cctv15.m3u8
CCTV15,http://223.247.25.221:1234/673168223
CCTV15,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV15,http://60.168.105.138:5008/673168223
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV15,http://111.231.6.102:1234/673168223
CCTV16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd
CCTV16,http://107.150.60.122/live/cctv16hd.m3u8
CCTV16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17,http://104.152.209.49:8181/720p/cctv17.m3u8
CCTV17,http://go.bkpcp.top/mg/cctv17
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17
CCTV17,http://223.247.25.221:1234/673168256
CCTV17,http://60.168.105.138:5008/673168256
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
中国教育1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育1,http://182.61.15.84:80/923287154
中国教育1,http://183.11.239.36:808/hls/122/index.m3u8
中国教育1,http://47.104.178.59:3566/923287154
中国教育1,http://39.165.39.49:85/tsfile/live/1090_1.m3u8?key=txiptv&playlive=0&authid=0
中国教育1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226673/1.m3u8
中国教育1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226712/1.m3u8
中国教育1,http://mg.cttv.vip/923287154
中国教育1,http://wfenf.x3322.net:7788/923287154
中国教育2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv2
中国教育2,http://60.168.105.138:5008/923287211
中国教育2,http://182.61.15.84:80/923287211
中国教育2,http://110.244.139.249:7788/923287211
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
中国教育2,http://116.236.204.18:1234/923287211
中国教育2,http://14.153.176.108:1234/923287211
中国教育2,http://42.94.210.57:7788/923287211
中国教育2,http://116.52.173.134:1234/923287211
中国教育2,http://47.104.178.59:3566/923287211
中国教育3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv3
中国教育3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226722/1.m3u8
中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
中国教育3,http://107.150.60.122/live/cetv3.m3u8
中国教育3,http://192.151.150.154/live/cetv3.m3u8
中国教育4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv4
中国教育4,http://60.168.105.138:5008/923287339
中国教育4,http://111.231.6.102:1234/923287339
中国教育4,http://182.61.15.84:80/923287339
中国教育4,http://14.153.176.108:1234/923287339
中国教育4,http://110.244.139.249:7788/923287339
中国教育4,http://116.52.173.134:1234/923287339
中国教育4,http://42.94.210.57:7788/923287339
中国教育4,http://116.236.204.18:1234/923287339
中国教育4,http://27.12.12.189:1234/923287339
早期教育,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zqjy
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://60.168.105.138:5008/644368373
CHC家庭影院,http://t.061899.xyz/tl/tl.php?id=chcjtdy
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://111.231.6.102:1234/644368714
CHC动作电影,http://t.061899.xyz/tl/tl.php?id=chcdzdy
CHC动作电影,http://60.168.105.138:5008/644368714
CHC动作电影,http://182.61.15.84:80/644368714
CHC电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CHC电影,rtsp://183.59.56.116:554/PLTV/88888905/224/3221230008/10000100000000060000000010481261_0.smil?0&accountinfo=%7E%7EV2.0%7E08zSQD91Uwj13p7HUFLHNw%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
CHC影迷电影,http://192.151.150.154/live/chchd.m3u8
CHC影迷电影,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chchd
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://60.168.105.138:5008/952383261
CHC影迷电影,http://223.247.25.221:1234/952383261
CHC影迷电影,http://182.61.15.84:80/952383261
IPTV谍战剧场,rtsp://183.59.56.116:554/PLTV/88888905/224/3221227158/10000100000000060000000000937867_0.smil?0&accountinfo=%7E%7EV2.0%7EDrPxmKDwQZeAvzANz-MGng%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
重温经典,http://38.75.136.137:82/live1/jsb.m3u8?id=cwjd&ip=whus28&usign=1LR7Q-EFMMTvbEbLXeCmxA
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
重温经典,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cwjd
重温经典,http://104.152.209.49:8181/720p/cwjd.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://218.206.193.218:8888/hls/29/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8
国学频道,http://183.11.239.36:808/hls/23/index.m3u8
国学频道,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
国学频道,http://107.150.60.122/live/gxpd.m3u8
国学频道,http://192.151.150.154/live/gxpd.m3u8
国学频道,http://123.234.2.58/sccucc-livod.tx-cdn.gitv.tv/gitv_live/G_GUOXUE/G_GUOXUE.m3u8
天元围棋,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gztywq
天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
天元围棋,http://38.75.136.137:98/gslb/dsdqpub/gztywq.m3u8?auth=testpub
天元围棋,http://107.150.60.122/live/gztywq.m3u8
天元围棋,http://192.151.150.154/live/gztywq.m3u8
天元围棋,http://123.234.2.58/sccucc-livod.tx-cdn.gitv.tv/gitv_live/G_TIANYUANWQ/G_TIANYUANWQ.m3u8
优漫卡通,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ymkt
优漫卡通,http://111.231.6.102:1234/626064703
优漫卡通,http://60.168.105.138:5008/626064703
优漫卡通,http://182.61.15.84:80/626064703
优漫卡通,http://14.153.176.108:1234/626064703
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt
优漫卡通,http://116.236.204.18:1234/626064703
优漫卡通,http://110.244.139.249:7788/626064703
优漫卡通,http://116.52.173.134:1234/626064703
CCTV1港澳版,https://cdn6.cc.cd/163189/cctv1


地方,#genre#
湖南卫视,http://173.208.212.130:8181/720p/hnws.m3u8
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://104.152.209.49:8181/720p/hnws.m3u8
湖南卫视,http://go.bkpcp.top/mg/hunws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
湖南经视,http://116.128.243.121:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://218.77.84.102:85/tsfile/live/146/2002_1.m3u8?key=txiptv
湖南都市,http://218.77.84.102:85/tsfile/live/147/2003_1.m3u8?key=txiptv
湖南都市,http://116.128.243.121:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://218.77.84.102:85/tsfile/live/151/2007_1.m3u8?key=txiptv
湖南娱乐,http://116.128.243.121:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
湖南娱乐,http://192.151.150.154/live/hnyl.m3u8
湖南电视剧,http://175.155.106.72:89/live1/live1.m3u8?zsicd 72.会东新闻
湖南电视剧,http://218.77.84.102:85/tsfile/live/148/2004_1.m3u8?key=txiptv
湖南电影,http://218.77.84.102:85/tsfile/live/149/2005_1.m3u8?key=txiptv
湖南爱晚,http://218.77.84.102:85/tsfile/live/150/2006_1.m3u8?key=txiptv
湖南国际,http://192.151.150.154/live/hngj.m3u8
金鹰纪实,http://183.11.239.36:808/hls/171/index.m3u8
金鹰纪实,http://58.57.40.22:9901/tsfile/live/1070_1.m3u8
金鹰纪实,http://218.77.84.102:85/tsfile/live/152/2008_1.m3u8?key=txiptv
金鹰纪实,http://111.29.9.33:6610/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3
金鹰纪实,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226667/1.m3u8
金鹰纪实,http://qwrt.ansun.de5.net:7088/%E4%B8%93%E4%B8%9A/%E9%87%91%E9%B9%B0%E7%BA%AA%E5%AE%9E
金鹰卡通,http://183.11.239.36:808/hls/69/index.m3u8
金鹰卡通,http://113.15.109.216:59901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://218.77.84.102:85/tsfile/live/153/2009_1.m3u8?key=txiptv
金鹰卡通,http://116.128.243.121:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.151.53:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://218.206.193.218:8888/hls/37/index.m3u8
金鹰卡通,http://120.198.95.220:9901/tsfile/live/1033_1.m3u8?key=txiptv
金鹰卡通,http://39.165.39.49:85/tsfile/live/1156_1.m3u8?key=txiptv&playlive=0&authid=0
快乐垂钓,http://111.231.6.102:1234/961930263
快乐垂钓,http://60.168.105.138:5008/961930263
快乐垂钓,http://182.61.15.84:80/961930263
快乐垂钓,http://14.153.176.108:1234/961930263
快乐垂钓,http://116.236.204.18:1234/961930263
快乐垂钓,http://116.52.173.134:1234/961930263
快乐垂钓,http://110.244.139.249:7788/961930263
快乐垂钓,http://42.94.210.57:7788/961930263
快乐垂钓,http://47.104.178.59:3566/961930263
快乐垂钓,http://27.12.12.189:1234/961930263
长沙新闻,http://ls.qingting.fm/live/4877.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f56e90&tk=922ba46651d3
广州南国都市4K,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8
广州南国都市4K,http://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,http://173.208.212.130:8181/720p/zjws.m3u8
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
浙江卫视,https://www.yangshipin.cn/tv/home?pid=600002520
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,https://ali-xwl.cztv.com/live/channel011080Pnew.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001720/index.m3u8?streamid=a5b6e60170ee8c69290def1c2fe00cc8&streamkey=02U7MIyTadx5OTjF56kHdKY3UZqMWfthT5Igq2hTphpRVq8kfjvVI9IxgmuhZreNNzSzXOlbyULSgLF9C1ViY6cXKhd47RRAcii4FKVhtdUbTRCeWx1jpzHYogA3FIr&token=1775753674-abd8233bbfe45ffb-0-648e070f12df7f9a0a0bb8578257c4f9
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
东方卫视,http://173.208.212.130:8181/720p/dfws.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd
东方卫视,https://epg.pw/stream/6aec3ea636542c53729b5c9dd290864ab04d4a69d2b9cb7864a9898779915898.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001641/index.m3u8?streamid=b8c707e2ca95b85511f6c50c9638128b&streamkey=02U7MIyTadx5OTXNJEjFJmQmUn4bp0PhoxMJfhTAID0gbSqfQlA0VQEvrm6xQHFNpKIMax9c7MaZy1Lt63okLjZgsFpFdGAsmvKF3lkRczJ0ixR1wD7yZQ7H2ACWtAy&token=1775753702-3bcbeaa16096b227-0-eb74a70d3a58823742daf5dc5540bf53
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
东方卫视,http://60.168.105.138:5008/651632648
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001540/index.m3u8?streamid=33aeafbb59f2bcb1877c3a8229c0135b&streamkey=0AGMO6LiBIxyH4UUBGZSecN0VLptakvTRcCBdKPsgZ5LvjIJtZ6lVmakn2xtYKNlvaZmadVnIW0Ur7nROOy5lbmQHqDT5XsDIAlz3aket1LK13kwaGDOHJf9U7zQSS6b&token=1775753804-a378e51446e90f3d-0-831fa09b2b3eafcffbd9550a9e04cf4d
广东卫视,http://104.152.209.49:8181/720p/gdws.m3u8
广东卫视,http://223.247.25.221:1234/608831231
广东卫视,http://111.231.6.102:1234/608831231
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://60.168.105.138:5008/608831231
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
